DateAndTime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.06.2017 15:00,26,709.3,758.5,-1.6,47,Wind blowing from the north-east,3,,,60%., ,,,17.5,26,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,13.8,No precipitation,6,,,,
05.06.2017 12:00,22.4,710.9,760.8,0,61,"Calm, no wind",0,,,20–30%., ,,,17.5,22.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,14.4,,,,,,
05.06.2017 09:00,18,710.9,761.6,0.4,68,"Calm, no wind",0,,,20–30%., ,,,13.9,20.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,12,No precipitation,12,,,,
05.06.2017 06:00,14.2,710.5,761.8,-0.2,85,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,14.2,20.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,11.7,,,,,,
05.06.2017 03:00,15.6,710.7,761.8,0.2,86,"Calm, no wind",0,,,40%., ,,,15.5,20.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,13.2,No precipitation,6,,,,
05.06.2017 00:00,18,710.5,761.2,0.6,74,"Calm, no wind",0,,,40%., ,,,17.6,20.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,13.2,,,,,,
04.06.2017 21:00,20.4,709.9,760,0.5,69,Wind blowing from the south-east,1,,,70 – 80%., ,,,17.6,24.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,14.4,No precipitation,12,,,,
04.06.2017 18:00,23.5,709.4,759.1,-0.7,56,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,17.6,24.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,14.2,,,,,,
04.06.2017 15:00,23.7,710.1,759.7,-0.4,56,Wind blowing from the east,2,,,70 – 80%., ,,,17.6,23.9,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,14.3,No precipitation,6,,,,
04.06.2017 12:00,22,710.5,760.5,-0.1,63,Wind blowing from the south-east,2,,,60%., ,,,17.6,22.3,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,14.5,,,,,,
04.06.2017 09:00,18.1,710.6,761.2,0.1,82,Wind blowing from the north-east,1,,,70 – 80%., ,,,14,19.2,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,14.9,No precipitation,12,,,,
04.06.2017 06:00,14.2,710.5,761.9,0,93,Wind blowing from the east-southeast,1,,,70 – 80%., ,,,14,19.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,13.1,,,,,,
04.06.2017 03:00,14.5,710.5,761.8,-0.1,93,Wind blowing from the east,2,,,60%., ,,,14.2,19.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,13.3,No precipitation,6,,,,
04.06.2017 00:00,17.2,710.6,761.4,0.2,84,Wind blowing from the east,1,,,60%., ,,,17,19.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,14.5,,,,,,
03.06.2017 21:00,19,710.4,760.9,1,74,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%", ,,,17,25.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",22,14.3,No precipitation,12,,,,
03.06.2017 18:00,25,709.4,758.8,-0.6,48,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,17,25.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,13.3,,,,,,
03.06.2017 15:00,24.4,710,759.6,-0.8,45,Wind blowing from the north,2,,,70 – 80%., ,,,17,25,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,11.7,No precipitation,6,,,,
03.06.2017 12:00,22.2,710.8,760.7,0,56,"Calm, no wind",0,,,70 – 80%., ,,,17,22.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",20,13,,,,,,
03.06.2017 09:00,17.2,710.8,761.6,0,86,Wind blowing from the south-west,1,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16,20.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,14.8,2,12,,,,
03.06.2017 06:00,16.2,710.8,761.8,0,91,Wind blowing from the south-southeast,1,,,"90  or more, but not 100%",Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16,20.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,14.8,,,,,,
03.06.2017 03:00,18,710.8,761.4,-0.2,83,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,17.8,20.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,15,0.1,6,,,,
03.06.2017 00:00,19,711,761.5,0.3,87,"Calm, no wind",0,,,50%., ,,,18.4,20.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,16.7,,,,,,
02.06.2017 21:00,20.2,710.7,760.9,0.2,72,Wind blowing from the south-east,2,,,70 – 80%.,"Shower(s) of hail, or of rain and hail.  Maximum diameter of hailstones is 8 mm.",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.5,27.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,14.9,3,12,,,,
02.06.2017 18:00,24.8,710.5,759.9,-0.9,60,Wind blowing from the south-east,1,,,70 – 80%., ,,,20,27.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",22,16.6,,,,,,
02.06.2017 15:00,27.3,711.4,760.6,-1.3,42,Wind blowing from the east,1,,,70 – 80%., ,,,20,27.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,13.2,No precipitation,6,,,,
02.06.2017 12:00,25,712.7,762.3,-0.2,52,Wind blowing from the west-northwest,2,,,60%., ,,,20,25.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,14.5,,,,,,
02.06.2017 09:00,20,712.9,763.3,0.7,74,Wind blowing from the north-west,2,,,20–30%., ,,,14.2,24.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,15.2,No precipitation,12,,,,
02.06.2017 06:00,14.4,712.2,763.6,-0.1,93,Wind blowing from the east,1,,,50%., ,,,14.2,24.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",14,13.3,,,,,,
02.06.2017 03:00,17.8,712.3,763,0,86,Wind blowing from the south,1,,,50%., ,,,17.6,24.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,15.5,No precipitation,6,,,,
02.06.2017 00:00,21,712.3,762.5,0.8,72,Wind blowing from the west-northwest,2,,,50%., ,,,21,24.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,15.8,,,,,,
01.06.2017 21:00,24.4,711.5,761.1,0.3,57,Wind blowing from the west-northwest,4,,,"90  or more, but not 100%",Clouds generally forming or developing. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,19.2,29.2,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,15.3,No precipitation,12,,,,
01.06.2017 18:00,28,711.2,760.3,-0.7,35,Wind blowing from the north-west,2,,,70 – 80%., ,,,19.2,29.2,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,1000-1500,Altostratus translucidus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,11.3,,,,,,
01.06.2017 15:00,27.8,711.9,761,-0.7,35,Wind blowing from the west,2,,,40%., ,,,19.2,28.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,25,11,No precipitation,6,,,,
01.06.2017 12:00,24.8,712.6,762.2,-0.4,48,Wind blowing from the north-east,2,,,20–30%., ,,,19.2,25,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13,,,,,,
01.06.2017 09:00,19.2,713,763.6,0,66,"Calm, no wind",0,,,no clouds, ,,,12,24.6,,,,,,20,12.6,No precipitation,12,,,,
01.06.2017 06:00,12.4,713,764.9,0,93,"Calm, no wind",0,,,20–30%., ,,,12.3,24.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,11.3,,,,,,
01.06.2017 03:00,14.6,713,764.5,0.2,87,"Calm, no wind",0,,,no clouds, ,,,14.4,24.6,,,,,,20,12.5,No precipitation,6,,,,
01.06.2017 00:00,19,712.8,763.5,0.9,64,"Calm, no wind",0,,,40%., ,,,19,24.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,12,,,,,,
31.05.2017 21:00,24.4,711.9,761.6,0.8,37,Wind blowing from the west,3,,,50%., ,,,16.4,27.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,8.9,No precipitation,12,,,,
31.05.2017 18:00,27.2,711.1,760.3,-0.5,32,Wind blowing from the north-west,3,,,50%., ,,,16.4,27.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",28,9.1,,,,,,
31.05.2017 15:00,26,711.6,761,-0.2,34,Wind blowing from the west-northwest,2,,,40%., ,,,16.4,26.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,8.8,No precipitation,6,,,,
31.05.2017 12:00,22.2,711.8,761.8,-0.1,52,Wind blowing from the north-east,2,,,20–30%., ,,,16.4,22.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,11.8,,,,,,
31.05.2017 09:00,16.4,711.9,763,0.4,65,Wind blowing from the north,1,,,20–30%., ,,,9.8,22.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,9.7,No precipitation,12,,,,
31.05.2017 06:00,12.2,711.5,763.4,0,76,Wind blowing from the south,2,,,20–30%., ,,,10,22.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",22,8.1,,,,,,
31.05.2017 03:00,10.6,711.5,763.7,0.4,88,Wind blowing from the south-southeast,1,,,20–30%., ,,,10.4,22.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,8.6,No precipitation,6,,,,
31.05.2017 00:00,13.8,711.1,762.6,0.9,75,"Calm, no wind",0,,,no clouds, ,,,13.7,22.5,,,,,,20,9.4,,,,,,
30.05.2017 21:00,22.5,710.2,760.1,0.1,41,Wind blowing from the south-west,1,,,60%., ,,,14,25.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30,8.6,No precipitation,12,,,,
30.05.2017 18:00,24.8,710.1,759.7,-0.8,32,Wind blowing from the east,1,,,20–30%., ,,,14,25.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,6.9,,,,,,
30.05.2017 15:00,23,710.9,760.9,-0.2,39,Wind blowing from the north-northeast,2,,,40%., ,,,14,23.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",28,8.3,No precipitation,6,,,,
30.05.2017 12:00,19.2,711.1,761.6,-0.1,58,Wind blowing from the east,1,,,20–30%., ,,,14,19.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",28,10.6,,,,,,
30.05.2017 09:00,14,711.2,762.7,0.3,75,"Calm, no wind",0,,,20–30%., ,,,8.4,18.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,9.5,No precipitation,12,,,,
30.05.2017 06:00,10,710.9,763.2,-0.7,85,Wind blowing from the south,2,,,20–30%., ,,,8.8,18.8,Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,7.6,,,,,,
30.05.2017 03:00,9.8,711.6,763.9,-0.1,87,Wind blowing from the south-west,1,,,no clouds, ,,,9,18.8,,,,,,25,7.8,No precipitation,6,,,,
30.05.2017 00:00,14,711.7,763.3,0,70,Wind blowing from the south-east,2,,,no clouds, ,,,13.5,18.8,,,,,,25,8.6,,,,,,
29.05.2017 21:00,18.2,711.7,762.4,-0.3,56,Wind blowing from the south-east,1,,,20–30%., ,,,14.4,21.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,9.3,No precipitation,12,,,,
29.05.2017 18:00,20.2,712,762.4,-0.8,48,Wind blowing from the north-east,1,,,40%., ,,,14.4,21.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,8.7,,,,,,
29.05.2017 15:00,20.5,712.8,763.3,-0.9,44,Wind blowing from the east,2,,,70 – 80%., ,,,14.4,21.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,7.9,No precipitation,6,,,,
29.05.2017 12:00,19,713.7,764.5,-0.6,51,Wind blowing from the north-east,2,,,40%., ,,,14.4,19.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,8.5,,,,,,
29.05.2017 09:00,14.7,714.3,765.9,-0.2,72,"Calm, no wind",0,,,20–30%., ,,,8.2,15.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",22,9.6,No precipitation,12,,,,
29.05.2017 06:00,10,714.5,767.1,-0.6,90,Wind blowing from the south-west,1,,,40%., ,,,8.2,15.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",22,8.4,,,,,,
29.05.2017 03:00,11.4,715.1,767.4,-0.2,86,Wind blowing from the south-west,1,,,60%., ,,,9.5,15.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",22,9.1,No precipitation,6,,,,
29.05.2017 00:00,11.6,715.3,767.5,0.3,86,"Calm, no wind",0,,,60%., ,,,11.4,15.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",22,9.3,,,,,,
28.05.2017 21:00,15.6,715,766.5,0.4,64,Wind blowing from the east,3,,,70 – 80%., ,,,13,18.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,8.7,No precipitation,12,,,,
28.05.2017 18:00,17.6,714.6,765.7,-0.1,55,Wind blowing from the north,3,,,60%., ,,,13,18.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,8.5,,,,,,
28.05.2017 15:00,17,714.7,765.9,0.2,58,Wind blowing from the north-east,2,,,70 – 80%., ,,,13,17.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,8.7,No precipitation,6,,,,
28.05.2017 12:00,14.8,714.5,766.1,0.6,69,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,13,15,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,9.1,,,,,,
28.05.2017 09:00,13,713.9,765.8,0.7,78,"Calm, no wind",0,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,10,14.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,9.2,Trace of precipitation,12,,,,
28.05.2017 06:00,11.8,713.2,765.3,0,86,"Calm, no wind",0,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,10,14.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,9.5,,,,,,
28.05.2017 03:00,11.6,713.2,765.4,0,91,"Calm, no wind",0,,,"90  or more, but not 100%",Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,10,14.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,10.1,Trace of precipitation,6,,,,
28.05.2017 00:00,11,713.2,765.4,2,92,"Calm, no wind",0,,,40%., ,,,10.9,14.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,9.7,,,,,,
27.05.2017 21:00,14.6,711.2,762.6,0.7,76,Wind blowing from the north,2,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.2,16.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,10.3,4,12,,,,
27.05.2017 18:00,16.4,710.5,761.5,-0.1,67,Wind blowing from the north-west,1,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Shower(s).,13.2,16.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,10.1,,,,,,
27.05.2017 15:00,14,710.6,762.1,0.8,89,Wind blowing from the west-northwest,2,,,100%.,"Rain shower(s), slight. ",Shower(s).,Shower(s).,13.2,15.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,1000-1500,,,10,12.2,3,6,,,,
27.05.2017 12:00,14.8,709.8,761,0.4,85,Wind blowing from the west-southwest,2,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.2,14.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",9,12.3,,,,,,
